song_title,artist,city,weather_main,temperature,ingested_at,lyrics_preview,row_num,song_mood,weather_mood
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,,2025-05-19 05:23:23.238 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,51.3,2025-05-19 05:23:23.224658 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,,2025-05-19 05:23:23.601609 UTC,Lyrics preview unavailable.,,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,,2025-05-19 05:23:23.589094 UTC,Lyrics preview unavailable.,,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,,2025-05-19 05:23:23.60283 UTC,Lyrics preview unavailable.,,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,57.42,2025-05-19 05:23:23.615483 UTC,Lyrics preview unavailable.,,,
Bad Romance,Lady Gaga,New York,Clouds,,2025-05-19 05:23:27.909606 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Bad Romance,Lady Gaga,New York,Clouds,,2025-05-19 05:23:27.926334 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Bad Romance,Lady Gaga,New York,Clouds,62.82,2025-05-19 05:23:27.926047 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Bad Romance,Lady Gaga,New York,Clouds,,2025-05-19 05:23:27.930565 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Ribs,Lorde,Los Angeles,Clear,,2025-05-19 05:23:29.702305 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Ribs,Lorde,Los Angeles,Clear,,2025-05-19 05:23:29.71256 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Ribs,Lorde,Los Angeles,Clear,60.03,2025-05-19 05:23:29.717031 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Ribs,Lorde,Los Angeles,Clear,,2025-05-19 05:23:29.71346 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Wildflower,Billie Eilish,Miami,Clouds,,2025-05-19 05:23:31.773949 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Wildflower,Billie Eilish,Miami,Clouds,,2025-05-19 05:23:31.762008 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Wildflower,Billie Eilish,Miami,Clouds,,2025-05-19 05:23:31.77387 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Wildflower,Billie Eilish,Miami,Clouds,79.41,2025-05-19 05:23:31.79891 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,,2025-05-19 05:23:33.62226 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,46.06,2025-05-19 05:23:33.639674 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,,2025-05-19 05:23:33.636415 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,,2025-05-19 05:23:33.638977 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Lovers Rock,TV Girl,Seattle,Clouds,,2025-05-19 05:23:35.474714 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
Lovers Rock,TV Girl,Seattle,Clouds,50.27,2025-05-19 05:23:35.496494 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
Lovers Rock,TV Girl,Seattle,Clouds,,2025-05-19 05:23:35.492831 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
Lovers Rock,TV Girl,Seattle,Clouds,,2025-05-19 05:23:35.492601 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
